id;Nodo;Contratista;Subcontratista;Fecha;percDsFecPre;percDsFecPost;percUsFecPre(%);percUsFecPost(%);percSnrDs(dB);percSnrUs(dB);percPh;percThroughput(%);QD;QU;QR;
62e8e1b9e502162143033bf4;LZ67B;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000579248;0.00000005835;0;0;40.4;36.2;9.6641791044776;100;1;1;1;
62e8e1b9e502162143033bf5;MA39C;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00000530318;0.0000011097;0;0;40.4;36.7;9.5454545454545;100;0.6;1;0.84;
62e8e1bae502162143033bf6;FV34D;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000036196;0.00000027079;17.4;0;41.7;34.4;9.8809523809524;73.158272251309;1;0.6;0.76;
62e8e1bae502162143033bf7;LP20D;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000030451;0.00000035941;0.1;0;41.5;36.9;9.8333333333333;100;1;1;1;
62e8e1bae502162143033bf8;MA40D;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00000059066;0.00000025606;16.3;0;39.2;33.4;9.758064516129;100;1;1;1;
62e8e1bbe502162143033bf9;LA57A;INSERTEL SA;INSERTEL S.A.;01-07-2022 00:00:00;0.00000321836;0.00000331238;1.3;0;41.5;35.3;9.8979591836735;90.259166666667;0.6;1;0.84;
62e8e1bbe502162143033bfa;LZ73C;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000050626;0.00000022308;12.4;0;41.4;36.7;9.8717948717949;100;1;1;1;
62e8e1bbe502162143033bfb;LP20A;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000003513;0;0.1;0;41.4;35.6;9.8214285714286;100;1;1;1;
62e8e1bbe502162143033bfc;MA41A;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00000164682;0.00000088123;28.6;38.6;40;30;9.4444444444444;90.272251308901;1;0.8;0.88;
62e8e1bbe502162143033bfd;LZ72D;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000054974;0.00000044818;0;0;41.2;36.1;9.7950819672131;99.855759162304;1;1;1;
62e8e1bce502162143033bfe;LP52C;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000009335;0.00000006731;0;0;41.2;36.4;9.6527777777778;100;1;1;1;
62e8e1bce502162143033bff;MA43A;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00003514944;0.00000329384;50.6;2.1;40.7;30;5;68.036937172775;0.5;0;0.2;
62e8e1bce502162143033c00;MA41D;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.0000000245;0;0;0;40.6;37;9.7872340425532;100;1;1;1;
62e8e1bce502162143033c01;MA41C;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00000010872;0.00000009946;22.3;0.6;40.5;31.7;9.7938144329897;99.530680628272;1;1;1;
62e8e1bce502162143033c02;LP52B;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000070594;0.00000029934;41.4;3.9;40.9;24.7;9.6323529411765;89.484005235602;1;0.3;0.58;
62e8e1bce502162143033c03;MA40C;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.0000001833;0.00000009542;0.3;0;40.2;27.7;9.8214285714286;78.59445026178;1;0.6;0.76;
62e8e1bce502162143033c04;MA40A;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00000050252;0.00000006587;0;0;39.9;37.1;10;100;1;1;1;
62e8e1bce502162143033c05;LP52D;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000173759;0.00000039095;13.1;0;41;32.6;9.8344370860927;99.219842931937;1;1;1;
62e8e1bde502162143033c06;FV34C;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00003548944;0.00002690468;34.9;6.8;40.9;26.4;9.3686868686869;52.578848167539;0.5;0.3;0.38;
62e8e1bde502162143033c07;MA39D;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00000020027;0.00000020675;16.2;4.2;40.4;34.9;9.1;100;1;0.8;0.88;
62e8e1bde502162143033c08;MR91C;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000008664;0.00000004638;9.8;0.3;41.5;22.3;9.2105263157895;71.428571428571;1;0.6;0.76;
62e8e1bde502162143033c09;MA38D;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00027010377021395;0.00001226981;21.4;1;41;31.2;9.8275862068966;86.391832460733;0.5;0.6;0.56;
62e8e1bde502162143033c0a;QU07D;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000006811;0;0;0;41.8;38.7;9.8780487804878;100;1;1;1;
62e8e1bee502162143033c0b;PI11C;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000151547;0.00000035761;13.1;0.1;41.9;32.2;9.6031746031746;60.461256544503;1;0.6;0.76;
62e8e1bee502162143033c0c;QU65B;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.0000004982;0.00000049533;6.1;0;41.6;32.3;9.5505617977528;81.109659685864;1;0.6;0.76;
62e8e1bfe502162143033c0d;QU46A;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000014857;0.0000001646;0;0;42.9;33.8;9.8571428571429;100;1;1;1;
62e8e1bfe502162143033c0e;MA41B;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00000027578;0.00000022975;0.1;0;40.7;35.8;9.8529411764706;76.147722513089;1;0.6;0.76;
62e8e1bfe502162143033c0f;PI10C;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000119667;0.0000003894;16.2;0;41.6;31.2;9.9152542372881;98.794921465969;1;1;1;
62e8e1bfe502162143033c10;MA43B;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00001996394;0.00000219144;21.6;0;40.8;37.3;9.8837209302326;100;0.5;1;0.8;
62e8e1c0e502162143033c11;ML62C;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000112665;0.00000063938;0;0;42.1;34.1;9.9074074074074;100;1;1;1;
62e8e1c0e502162143033c12;PI12D;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000133817;0.00000159603;40.6;1.6;40.4;26.5;9.7445255474453;58.253010471204;0.6;0.3;0.42;
62e8e1c0e502162143033c13;MA39A;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00000077657;0.00000015424;73.5;0.2;40.8;35.9;9.8611111111111;99.252539267016;1;0.9;0.94;
62e8e1c0e502162143033c14;MA40B;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00000059842;0.00000012544;0;0;39.9;38.9;10;100;1;1;1;
62e8e1c0e502162143033c15;ML57D;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000038295;0.00000022514;0;0;41.5;36.8;9.4270833333333;100;1;1;1;
62e8e1c0e502162143033c16;ML61C;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00037193059017812;0.0000131213;3.7;0;41.9;36;9.7540983606557;100;0.5;1;0.8;
62e8e1c0e502162143033c17;ML61D;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00005126793;0.00000154897;0.4;0;42;35.4;9.7252747252747;100;0.5;1;0.8;
62e8e1c0e502162143033c18;PI09A;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000014097;0.00000001404;27.3;0;41.7;30;9.8918918918919;83.352277486911;1;0.6;0.76;
62e8e1c1e502162143033c19;PI10B;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.0000004335;0.00000045993;4.8;0;41.5;32.7;9.5089285714286;97.665863874346;1;1;1;
62e8e1c1e502162143033c1a;LP67B;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000080686;0.0000008539;0;0;38.3;32.7;9.6478873239437;90.682277486911;1;1;1;
62e8e1c1e502162143033c1b;MA38A;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.0001099278723194;0.00000453308;0;0;40.8;37.3;9.6341463414634;100;0.5;1;0.8;
62e8e1c1e502162143033c1c;QU65D;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000035353;0.00000034151;4.9;0;42;35.1;9.84375;71.202722513089;1;0.6;0.76;
62e8e1c1e502162143033c1d;PI11A;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000031879;0.00000012661;2.8;0;41.7;34;9.7916666666667;100;1;1;1;
62e8e1c1e502162143033c1e;PI12B;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.000000241;0.00000026296;12.1;0;41.4;33.4;10;100;1;1;1;
62e8e1c1e502162143033c1f;MA39B;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00000023202;0.00000008744;0.8;0;41;36.1;9.8837209302326;97.516858638743;1;1;1;
62e8e1c1e502162143033c20;MA42A;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00012897646420012;0.00000094201;1.4;0;40.5;36.4;9.75;100;0.5;1;0.8;
62e8e1c1e502162143033c21;MA38B;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00000108407;0.00000003088;69.6;0;40.7;36.6;9.1666666666667;92.303664921466;1;0.9;0.94;
62e8e1c1e502162143033c22;PI13A;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000070872;0.00000053483;3.4;0;41.8;33.6;9.7115384615385;100;1;1;1;
62e8e1c2e502162143033c23;ML60B;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000020361;0.00000011938;5.5;0;41.4;33.4;9.7619047619048;98.959921465969;1;1;1;
62e8e1c2e502162143033c24;ML62B;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00010806302369801;0.00000657812;0;0;41.4;34;9.7647058823529;100;0.5;1;0.8;
62e8e1c2e502162143033c25;PI09B;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000030956;0.00000019949;0.1;0;41.8;34.9;9.8360655737705;100;1;1;1;
62e8e1c2e502162143033c26;PI09C;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000034752;0.0000000998;4.3;0;41.4;29;7.265625;85.456701570681;1;0.6;0.76;
62e8e1c2e502162143033c27;PI11B;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000006953;0.00000005699;3.3;0;41.9;35.5;9.8305084745763;100;1;1;1;
62e8e1c2e502162143033c28;PI13C;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.0000039172;0.00000051831;0;0;41.4;36.7;9.8837209302326;100;1;1;1;
62e8e1c2e502162143033c29;MA38C;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00004961326;0.00000514526;3.7;0;40.1;32.9;9.5454545454545;93.089005235602;0.5;1;0.8;
62e8e1c2e502162143033c2a;PI10D;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000112018;0.00000081334;3.3;0;41.5;36.1;9.7899159663866;100;1;1;1;
62e8e1c2e502162143033c2b;PI13D;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000395325;0.00000065564;56.3;0;41.8;34.1;9.84;100;1;0.9;0.94;
62e8e1c2e502162143033c2c;FV53C;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000040729;0.00000014766;7;0.3;38.9;32.8;9.9107142857143;56.544502617801;1;0.6;0.76;
62e8e1c3e502162143033c2d;ML62D;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000215253;0.0000017141;25;0;41.6;32.5;9.6078431372549;100;0.6;1;0.84;
62e8e1c3e502162143033c2e;PI12C;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000063318;0.0000008355;0.5;0;41.4;35.3;9.9019607843137;100;1;1;1;
62e8e1c3e502162143033c2f;ML62A;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000017003;0.00000003823;0;0;42.2;37.1;9.8387096774194;100;1;1;1;
62e8e1c3e502162143033c30;PI09D;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000039916;0.00000026015;5.8;0;41.5;31.5;9.2;96.247486910995;1;1;1;
62e8e1c3e502162143033c31;PI11D;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000122855;0.0000003827;0;0;41.8;37.4;9.8623853211009;100;1;1;1;
62e8e1c3e502162143033c32;PI10A;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000197014;0.0000002289;0;0;41.2;35.6;9.8717948717949;99.445392670157;1;1;1;
62e8e1c3e502162143033c33;PI12A;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000582635;0.00000405922;2.4;0;41.4;35.5;9.8333333333333;100;0.6;1;0.84;
62e8e1c3e502162143033c34;PI13B;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00002469224;0.00000172234;3.6;0;41.6;33.3;9.7674418604651;100;0.5;1;0.8;
62e8e1c3e502162143033c35;FV55B;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00002977034;0.0000007485;15;2.8;40.9;34.9;9.7727272727273;61.172172774869;0.9;0.4;0.6;
62e8e1c3e502162143033c36;LP71C;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000115591;0.00000122663;33.3;8.9;40.4;27.1;9.5348837209302;58.824895287958;0.6;0.3;0.42;
62e8e1c4e502162143033c37;ML89A;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000020975;0.00000011378;0;0;42;34.8;9.8611111111111;95.537146596859;1;1;1;
62e8e1c4e502162143033c38;LP71B;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000193594;0.00000165528;1.4;0.1;40.2;32.3;9.7272727272727;86.449267015707;0.6;0.6;0.6;
62e8e1c4e502162143033c39;LP80D;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000072446;0.00000027083;0;0;39.4;37.9;9.9342105263158;100;1;1;1;
62e8e1c4e502162143033c3a;FV64B;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.0000005277;0.00000035875;18.5;0.4;40.5;33.4;9.8595505617978;61.717617801047;1;0.6;0.76;
62e8e1c4e502162143033c3b;AD82B;INTEROPTICS S.A.;INTEROPTICS S.A.;01-07-2022 00:00:00;0.00054084866146967;0.00003205478;0;0;40.5;30.5;9.5833333333333;79.005287958115;0.5;0.6;0.56;
62e8e1c4e502162143033c3c;FV62C;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000811761;0.00000687602;3.9;0;40.6;32.3;9.8518518518519;65.996727748691;0.6;0.6;0.6;
62e8e1c5e502162143033c3d;JP21D;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.0000008159;0.0000026637;84.5;4.3;43.2;27.3;9.7916666666667;75.224057591623;0.6;0.3;0.42;
62e8e1c5e502162143033c3e;PI29C;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000200187;0.00000123629;4.7;0;41.3;33.4;9.6354166666667;100;0.6;1;0.84;
62e8e1c5e502162143033c3f;PP11D;INTEROPTICS S.A.;INTEROPTICS S.A.;01-07-2022 00:00:00;0.00007438462;0.00000130522;15.5;0;38.5;33.6;9.9346405228758;12.565445026178;0.5;0.6;0.56;
62e8e1c5e502162143033c40;QU96C;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000241103;0.00000093388;7.9;0;41;33.3;9.9216300940439;68.718691099476;0.6;0.6;0.6;
62e8e1c5e502162143033c41;QU97C;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000021316;0.00000026223;3.7;0;40.6;34.3;9.9350649350649;83.624397905759;1;0.6;0.76;
62e8e1c5e502162143033c42;QU98B;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000013666;0.0000000837;0;0;41.1;34.8;9.7849462365591;94.620680628272;1;1;1;
62e8e1c6e502162143033c43;SI58B;JMC TELECOMUNICACIONES S.A.;JMC TELECOMUNICACIONES S.A.;01-07-2022 00:00:00;0.00000018009;0.00000001109;26.5;1;41.1;33.5;9.8648648648649;100;1;1;1;
62e8e1c6e502162143033c44;VL68A;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.0001011786925047;0.00002330263;37.8;1;41.2;29;9.7887323943662;56.544502617801;0.5;0.5;0.5;
62e8e1c6e502162143033c45;LM01A;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000026228;0.00000018051;12.5;0;41;34.9;9.8909657320872;100;1;1;1;
62e8e1c6e502162143033c46;ML96B;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000034509;0.00000033694;0;0;42.5;39.1;9.8387096774194;100;1;1;1;
62e8e1c7e502162143033c47;ME04B;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.0000008503;0.00000026407;2.9;3.1;39.7;34;9.7333333333333;93.967251308901;1;0.8;0.88;
62e8e1c7e502162143033c48;ME07A;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.0030320568574877;0.001535783467873;0;0;41.6;36.4;8.4931506849315;97.926465968586;0.5;1;0.8;
62e8e1c7e502162143033c49;ME08B;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000376941;0.00000219323;0;0;41.4;38.3;9.9074074074074;89.47335078534;0.6;0.6;0.6;
62e8e1c7e502162143033c4a;ME08C;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00045248356749476;0.00000356222;0;0;40.8;38.4;9.9074074074074;100;0.5;1;0.8;
62e8e1c7e502162143033c4b;ME09D;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000030655;0.00000047928;0;0;40.9;38.9;10;100;1;1;1;
62e8e1c7e502162143033c4c;AD45A;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.0014405182548675;0.00000574116;2.7;0.1;40;34.6;9.3726937269373;100;0.5;1;0.8;
62e8e1c7e502162143033c4d;AD49A;INTEROPTICS S.A.;INTEROPTICS S.A.;01-07-2022 00:00:00;0.00000042578;0.00000013233;0;0;41.7;36.6;9.800796812749;99.186;1;1;1;
62e8e1c8e502162143033c4e;AD62A;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000036737;0.00000009988;3.5;0;41.6;33.2;9.8421052631579;59.280680628272;1;0.6;0.76;
62e8e1c8e502162143033c4f;AD19A;INTEROPTICS S.A.;INTEROPTICS S.A.;01-07-2022 00:00:00;0.00021101161241917;0.00010987697825769;0.6;0;39.6;35.3;9.4054054054054;57.142857142857;0.5;0.6;0.56;
62e8e1c8e502162143033c50;AD26B;INTEROPTICS S.A.;INTEROPTICS S.A.;01-07-2022 00:00:00;0.00000042102;0.00000044256;1.5;0.1;41.5;34.2;9.5794392523364;79.98325;1;0.6;0.76;
62e8e1c8e502162143033c51;AD41C;INTEROPTICS S.A.;INTEROPTICS S.A.;01-07-2022 00:00:00;0.0022236098548016;0.00067072031728688;8.7;3.2;41;32.3;9.6527777777778;95.238095238095;0.5;0.8;0.68;
62e8e1c8e502162143033c52;BA21;TLC Personal Propio;TLC PERSONAL-PROPIO;01-07-2022 00:00:00;0.00000034416;0.00000010628;0.6;0;41.3;35.7;8.7931034482759;95.039833333333;1;1;1;
62e8e1c8e502162143033c53;BE61;Pebcom Oeste;PEBCOM S.A.;01-07-2022 00:00:00;0.00004669755;0.00000062326;9.4;0;41.8;33.6;8.8135593220339;99.124666666667;0.9;1;0.96;
62e8e1c9e502162143033c54;BR07C;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00002076548;0.00000203871;0.4;0;40.9;36.5;9.7039473684211;100;0.5;1;0.8;
62e8e1c9e502162143033c55;LP68D;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000228892;0.00000235538;13.5;3.9;39.5;29.4;9.75;56.544502617801;0.6;0.4;0.48;
62e8e1c9e502162143033c56;LP77B;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000813779;0.00000937433;0.1;0;39.7;36.5;9.7945205479452;100;0.6;1;0.84;
62e8e1c9e502162143033c57;LP67C;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00000010397;0.00000006266;1.4;1.6;40.9;35.7;10;100;1;0.8;0.88;
62e8e1c9e502162143033c58;TI59B;JMC TELECOMUNICACIONES S.A.;JMC TELECOMUNICACIONES S.A.;01-07-2022 00:00:00;0.00000030334;0.00000023211;2.1;0;40.1;32.2;9.8453608247423;60.451701570681;1;0.6;0.76;
62e8e1c9e502162143033c59;AD84D;INTEROPTICS S.A.;INTEROPTICS S.A.;01-07-2022 00:00:00;0.00000058349;0.00000041027;2.4;0;41.2;35.1;9.8543689320388;100;1;1;1;
62e8e1cae502162143033c5a;ES44A;PS DATA S.A.;PS DATA S.A.;01-07-2022 00:00:00;0.00000020224;0.00000012009;12.8;0;38.8;25.7;9.2753623188406;66.930994764398;1;0.6;0.76;
62e8e1cae502162143033c5b;FV61B;Sur Red;SUR RED S.A;01-07-2022 00:00:00;0.00001825566;0.00000149562;9.6;4;40.3;33.8;9.8872180451128;55.351753926702;0.5;0.4;0.44;
62e8e1cae502162143033c5c;JP20C;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000141032;0.0000001866;21.1;2.9;40.1;29.3;9.4148936170213;83.087565445026;1;0.4;0.64;
62e8e1cae502162143033c5d;ML92A;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000362854;0.00000111135;3.1;0;41.2;33.1;9.8305084745763;91.500471204188;0.6;1;0.84;
62e8e1cae502162143033c5e;PI28A;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000023164;0.00000011421;4.6;0;40.6;34.2;9.7887323943662;96.558089005236;1;1;1;
62e8e1cae502162143033c5f;PI28B;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.0000002649;0.00000004751;1.8;0;41.5;35.5;9.780701754386;100;1;1;1;
62e8e1cae502162143033c60;QU97D;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.0000001541;0.0000001421;0;0;40.1;35.9;9.6551724137931;83.67277486911;1;0.6;0.76;
62e8e1cae502162143033c61;QU98A;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.0000000551;0.00000003114;0.1;0;41.2;36.5;9.954128440367;100;1;1;1;
62e8e1cae502162143033c62;JP24C;TELECAF S.A.;TELECAF S.A.;01-07-2022 00:00:00;0.00000096016;0.00000021176;0.8;0;41.1;32.8;9.65625;96.421858638743;1;1;1;
62e8e1cbe502162143033c63;EE28C;INTEROPTICS S.A.;INTEROPTICS S.A.;01-07-2022 00:00:00;0.0000014662;0.00000057144;11.5;0;41.4;29.6;9.7297297297297;65.214083769634;1;0.6;0.76;
62e8e1cbe502162143033c64;EE32B;INTEROPTICS S.A.;INTEROPTICS S.A.;01-07-2022 00:00:00;0.00000031893;0.00000049056;0;0;40.2;36.8;9.7787610619469;100;1;1;1;
62e8e1cbe502162143033c65;ME06C;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000246678;0.00000414313;0;0;38.3;32.6;9.9333333333333;93.664738219895;0.6;1;0.84;
62e8e1cbe502162143033c66;ME10A;Construcciones RD Oeste;CONSTRUCCIONES RD S.A;01-07-2022 00:00:00;0.00000150118;0.00000065248;0;0;41;38.1;9.8076923076923;100;1;1;1;
62e8e1cbe502162143033c67;AD52B;INTEROPTICS S.A.;INTEROPTICS S.A.;01-07-2022 00:00:00;0.00016411656606797;0.00000013923;0.5;0;40.5;36.1;9.7933884297521;96.783166666667;0.9;1;0.96;
62e8e1cbe502162143033c68;AD52D;INTEROPTICS S.A.;INTEROPTICS S.A.;01-07-2022 00:00:00;0.00000089881;0.00000042732;0.3;0;41.3;38.1;9.8314606741573;100;1;1;1;
62e8e1cce502162143033c69;AD56A;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000098077;0.00000092479;22;0.3;41.2;32.4;9.8177083333333;81.90442408377;0.6;0.6;0.6;
62e8e1cce502162143033c6a;AD58B;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000125403;0.00000140727;9.6;0.1;41.5;34.1;9.8473282442748;83.864267015707;0.6;0.6;0.6;
62e8e1cce502162143033c6b;AD61C;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00001140396;0.00000010842;6.9;0;39.9;33.4;9.8453608247423;21.989528795812;0.9;0.6;0.72;
62e8e1cce502162143033c6c;AD63C;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A ;SERVICIOS INTEGRADOS Y CONSTRUCCIONES ESPECIALES SICE S.A;01-07-2022 00:00:00;0.00000177183;0.00000173359;28;1.1;41.1;34.2;9.9067164179104;88.806780104712;0.6;0.6;0.6;
